GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
310M200US28740,28740,"Kingston, NY Metro Area",69474,994,43342,835,32463,898,26132,904,6.0,0.7,3.1,0.6,1.4,0.6,12.2,1.5,5.2,0.5,2.1,0.4,1.1,0.4,10.3,1.3,10.3,0.7,6.4,0.8,4.2,0.7,17.1,1.4,10.0,0.7,8.4,0.9,5.9,0.8,12.6,1.3,11.9,0.9,11.6,1.1,10.4,1.2,12.8,1.3,17.9,0.9,18.6,1.2,17.8,1.2,17.2,1.5,12.8,0.7,15.0,0.9,16.6,1.1,8.4,1.0,15.3,0.9,20.1,1.3,24.3,1.6,6.1,0.8,5.9,0.5,8.6,0.8,10.9,1.0,1.3,0.4,4.6,0.4,6.0,0.7,7.3,0.8,2.1,0.5,58918,1428,74546,2495,88747,2775,32490,1603,77109,1694,91857,2581,104457,3122,50028,2377,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
310M200US28940,28940,"Knoxville, TN Metro Area",341889,1728,221154,1978,171451,2038,120735,1830,8.4,0.3,5.3,0.3,1.7,0.2,15.4,0.7,6.3,0.3,3.3,0.3,1.9,0.2,12.0,0.6,12.8,0.4,9.4,0.4,7.2,0.5,19.3,0.8,11.8,0.4,10.0,0.4,8.5,0.4,14.9,0.7,14.4,0.4,13.9,0.5,13.1,0.6,15.1,0.8,17.9,0.4,20.7,0.6,22.6,0.7,12.1,0.6,11.3,0.3,14.1,0.4,16.6,0.5,5.4,0.5,10.4,0.4,13.7,0.5,16.7,0.6,4.0,0.4,3.6,0.2,5.0,0.3,6.3,0.4,0.8,0.2,3.2,0.2,4.5,0.3,5.5,0.4,0.8,0.2,45660,685,59210,799,68991,951,26903,595,63657,742,76954,1157,87869,1391,37783,796,26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X)
310M200US29020,29020,"Kokomo, IN Metro Area",34413,494,22281,558,16566,577,12132,599,10.4,1.0,6.5,1.1,2.4,0.8,18.1,2.1,4.9,0.7,2.6,0.6,1.2,0.5,9.9,1.8,12.2,1.3,8.1,1.4,5.1,1.2,20.2,2.2,13.1,1.1,10.4,1.4,9.5,1.6,17.9,2.1,14.3,1.4,13.7,1.4,13.3,1.6,15.1,2.6,17.7,1.3,22.0,1.8,23.8,2.0,10.5,1.6,12.4,1.2,16.0,1.6,19.5,1.9,4.9,1.3,10.5,1.0,14.1,1.4,16.5,1.6,2.7,0.9,2.7,0.5,4.0,0.7,5.3,1.0,0.3,0.3,1.8,0.4,2.5,0.6,3.4,0.8,0.3,0.3,44226,2187,59111,2246,68444,3168,25804,1172,57668,1484,69489,1874,80091,2397,33432,1871,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
310M200US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",54231,502,33393,669,26497,586,20838,731,5.5,0.7,2.8,0.6,0.6,0.2,11.2,1.6,5.5,0.6,2.4,0.5,1.0,0.3,10.7,1.3,10.1,0.8,5.6,0.8,3.6,0.8,18.1,1.6,11.6,0.7,8.5,0.8,6.3,0.8,16.8,1.3,16.3,0.9,13.9,1.1,12.1,1.0,19.7,1.6,18.7,0.8,21.6,1.1,22.8,1.2,14.2,1.6,14.2,0.8,19.1,1.2,21.9,1.4,5.2,0.9,11.9,0.8,17.3,1.3,20.7,1.5,2.7,0.6,3.3,0.4,4.7,0.7,5.8,0.9,0.7,0.3,3.0,0.4,4.3,0.5,5.3,0.7,0.8,0.3,51001,1100,68531,1817,78669,1408,30170,1104,67674,1752,84007,2575,94979,3036,39151,1972,25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
310M200US29180,29180,"Lafayette, LA Metro Area",178790,1385,118406,1663,81686,1564,60384,1350,8.9,0.5,5.4,0.6,1.3,0.3,17.5,1.1,6.8,0.4,4.3,0.4,1.9,0.4,12.0,0.9,12.7,0.5,10.2,0.7,6.4,0.6,18.3,1.0,10.4,0.6,9.7,0.7,7.6,0.7,12.3,1.1,13.1,0.5,13.1,0.6,11.7,0.7,13.8,1.1,16.0,0.6,17.0,0.8,18.4,0.9,12.8,0.9,11.4,0.5,13.8,0.7,17.4,0.9,5.5,0.6,12.0,0.6,15.1,0.7,19.8,0.9,4.8,0.8,4.5,0.4,5.7,0.4,7.6,0.6,1.8,0.5,4.2,0.3,5.7,0.5,7.9,0.7,1.2,0.3,47449,977,59988,1324,78782,1519,26384,916,67903,1142,79979,1651,98218,2231,40568,1501,31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
310M200US29200,29200,"Lafayette-West Lafayette, IN Metro Area",78978,853,45419,675,34719,843,33559,988,10.1,0.7,4.9,0.8,1.2,0.5,19.0,1.5,5.7,0.6,2.4,0.6,1.2,0.4,10.4,1.4,11.3,0.8,7.2,0.8,4.3,0.7,17.5,1.5,11.2,0.7,9.3,1.0,7.2,0.9,14.7,1.3,14.5,0.9,13.0,1.0,11.7,1.0,15.8,1.2,19.5,0.9,23.1,1.2,24.8,1.3,13.6,1.2,11.2,0.8,15.4,1.1,18.1,1.3,4.7,0.8,11.1,0.7,16.7,1.1,21.1,1.3,3.0,0.6,2.7,0.3,4.2,0.5,5.1,0.6,0.6,0.3,2.6,0.3,3.9,0.5,5.1,0.6,0.7,0.2,46582,1032,62506,1668,74102,2593,26825,1022,61142,1503,78470,2605,90916,3206,35358,1255,30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X)
310M200US29340,29340,"Lake Charles, LA Metro Area",77933,862,52671,1087,36393,771,25262,1039,8.7,0.7,5.2,0.7,1.5,0.4,17.2,1.8,6.2,0.6,3.8,0.7,1.3,0.5,11.7,1.2,13.2,1.0,10.1,1.1,5.7,0.8,21.1,2.1,11.0,0.9,9.8,1.1,7.3,0.9,14.1,1.7,13.9,0.8,14.4,1.0,14.0,1.4,12.4,1.5,17.3,1.0,18.7,1.2,20.1,1.4,13.1,1.5,10.7,0.7,13.1,0.9,16.5,1.2,5.2,1.1,11.8,0.7,15.5,0.9,20.5,1.2,3.5,0.7,3.9,0.4,5.1,0.7,7.0,0.9,1.0,0.4,3.3,0.4,4.4,0.6,6.1,0.8,0.7,0.4,45878,1346,57618,2134,75150,2289,25026,1598,63578,1588,75262,2163,91473,2655,35819,1845,37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X)
310M200US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",80832,1325,51465,1478,39154,1314,29367,1313,8.3,0.7,5.7,0.8,3.0,0.5,14.4,1.5,6.8,0.6,3.8,0.6,2.2,0.5,12.5,1.6,15.8,1.0,11.5,1.1,9.6,1.1,24.1,2.0,14.8,0.9,14.1,1.0,12.4,1.0,16.2,1.8,16.8,1.0,18.8,1.3,19.8,1.6,13.0,1.3,18.6,1.0,22.1,1.4,23.8,1.7,11.7,1.4,8.9,0.9,11.2,1.1,13.2,1.5,4.1,0.8,6.9,0.8,8.8,1.0,11.2,1.4,2.8,0.8,1.7,0.3,2.2,0.4,2.8,0.5,0.7,0.4,1.4,0.3,1.8,0.5,2.1,0.6,0.5,0.2,38488,1064,46268,1051,51891,1172,24563,1018,50762,1462,58837,1995,65109,2232,33949,1506,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
310M200US29460,29460,"Lakeland-Winter Haven, FL Metro Area",221381,2155,153115,1966,111361,1617,68266,1779,7.4,0.4,5.5,0.5,2.4,0.3,14.2,0.9,5.9,0.4,3.6,0.4,1.8,0.3,11.6,0.8,13.5,0.5,10.8,0.6,7.9,0.6,20.7,1.1,13.0,0.5,12.2,0.6,10.6,0.6,15.3,1.0,16.5,0.6,16.7,0.7,16.0,0.8,15.1,1.0,19.6,0.7,21.6,0.8,24.1,1.0,13.6,0.9,11.1,0.5,13.0,0.7,16.0,0.8,5.4,0.6,8.9,0.4,11.2,0.6,14.1,0.7,2.7,0.4,2.4,0.2,3.1,0.3,4.1,0.4,0.7,0.3,1.8,0.2,2.3,0.3,3.0,0.4,0.8,0.2,43162,880,50986,772,59823,1144,26906,726,56425,717,63775,1012,73878,1154,36485,980,36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X)
310M200US29540,29540,"Lancaster, PA Metro Area",195330,1029,137133,1261,111084,1400,58197,1193,4.6,0.3,3.0,0.3,1.3,0.3,9.8,0.8,4.2,0.3,2.0,0.2,0.8,0.2,9.7,0.9,9.4,0.4,5.3,0.4,3.7,0.4,19.5,1.0,10.3,0.5,8.4,0.5,6.7,0.5,15.6,1.1,14.4,0.5,14.1,0.5,13.0,0.6,15.9,1.1,20.7,0.6,22.3,0.8,22.6,0.9,16.5,1.0,14.9,0.5,17.6,0.7,19.7,0.8,6.9,0.7,13.5,0.4,17.1,0.5,20.0,0.6,4.2,0.6,4.5,0.3,5.8,0.4,7.0,0.5,0.9,0.3,3.3,0.2,4.3,0.4,5.1,0.4,0.9,0.3,57721,761,68937,948,77016,939,31811,627,72224,895,83638,1248,92356,1383,42021,1048,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X)
310M200US29620,29620,"Lansing-East Lansing, MI Metro Area",182907,937,109372,1081,81360,977,73535,1173,8.3,0.4,4.7,0.5,1.5,0.2,14.6,0.8,5.3,0.4,3.3,0.4,1.6,0.3,8.9,0.7,10.8,0.5,7.1,0.5,3.9,0.4,17.0,0.8,10.7,0.4,8.0,0.5,5.7,0.5,14.7,0.8,14.5,0.5,13.4,0.6,12.4,0.6,16.3,0.8,19.0,0.5,20.2,0.7,21.4,0.8,16.5,0.9,12.0,0.4,15.6,0.6,18.1,0.8,6.2,0.6,12.4,0.4,17.4,0.6,21.9,0.7,4.2,0.5,3.8,0.3,5.7,0.5,7.4,0.6,0.7,0.2,3.2,0.2,4.7,0.4,6.1,0.5,0.9,0.2,50421,616,66143,951,79246,1296,31246,658,66239,861,81669,1367,95660,1627,41091,967,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X)
310M200US29700,29700,"Laredo, TX Metro Area",69668,644,56626,824,36819,802,13042,692,13.2,0.9,10.3,0.9,5.8,0.9,28.6,2.9,7.7,0.6,6.6,0.6,4.5,0.7,12.5,2.1,13.1,0.8,13.3,1.0,10.8,1.1,12.7,2.1,12.0,0.9,12.5,1.1,10.9,1.3,11.0,2.1,14.2,1.0,14.7,1.1,15.2,1.4,10.0,1.9,16.8,0.9,17.7,1.0,20.1,1.4,13.1,2.4,9.6,0.8,10.2,0.9,12.3,1.0,5.8,1.8,9.2,0.7,9.7,0.8,13.2,1.2,5.2,1.7,2.3,0.4,2.7,0.5,3.9,0.7,0.5,0.3,2.0,0.3,2.2,0.4,3.3,0.6,0.7,0.4,38862,1215,41922,1331,52596,2143,21454,2146,53503,1394,56870,1679,68522,2278,34707,2345,25.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.5,(X)
310M200US29740,29740,"Las Cruces, NM Metro Area",74762,966,51781,1209,36003,1181,22981,1287,11.2,0.9,7.7,1.0,2.3,0.6,21.1,2.2,7.3,0.8,6.3,0.8,5.0,0.9,9.8,1.5,16.0,1.1,15.0,1.4,11.7,1.4,20.1,2.0,11.1,0.9,10.6,1.0,9.1,1.2,11.7,1.5,15.1,1.1,14.8,1.3,15.3,1.5,14.9,2.2,15.2,1.0,17.2,1.2,19.5,1.4,10.2,1.8,10.1,0.8,11.4,1.0,14.6,1.3,5.5,1.2,8.6,0.8,10.1,1.0,13.3,1.3,4.7,1.3,3.1,0.5,3.9,0.7,5.1,0.9,1.2,0.5,2.3,0.4,3.0,0.5,4.1,0.7,0.7,0.5,38853,1605,45044,2075,57430,2352,24422,1614,55341,1544,62483,2220,74937,2974,36575,2165,22.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X)
310M200US29820,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",724446,3230,465442,3108,317402,2943,259004,2606,6.7,0.2,4.7,0.2,2.0,0.1,11.6,0.5,4.6,0.2,3.1,0.2,1.7,0.2,7.9,0.3,10.4,0.2,8.0,0.3,5.4,0.3,15.8,0.4,11.4,0.2,10.1,0.3,8.0,0.3,14.6,0.4,15.2,0.3,15.1,0.4,13.6,0.5,15.7,0.5,19.8,0.3,20.9,0.4,22.1,0.5,16.9,0.6,12.6,0.2,14.3,0.3,16.6,0.4,8.1,0.4,11.8,0.3,14.4,0.3,17.9,0.5,5.9,0.3,4.1,0.2,5.1,0.2,6.8,0.3,1.8,0.2,3.5,0.1,4.3,0.2,5.7,0.3,1.7,0.2,51575,401,59993,556,71345,712,35124,482,68833,566,77414,717,90242,926,49489,973,35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X)
310M200US29940,29940,"Lawrence, KS Metro Area",43729,596,23794,620,18298,554,19935,650,8.5,1.1,3.6,0.8,1.5,0.6,15.1,2.1,5.9,0.9,2.5,0.7,1.4,0.6,9.9,1.8,11.5,1.1,5.6,1.3,2.6,0.9,18.8,2.0,10.2,1.2,6.1,1.1,4.8,1.0,15.4,2.1,12.9,1.0,12.1,1.6,8.8,1.5,14.4,1.6,18.7,1.4,21.5,1.8,22.0,2.0,14.1,1.7,11.3,1.0,15.9,1.6,18.1,1.9,6.2,1.4,12.7,1.0,18.8,1.7,23.5,2.1,4.4,1.0,4.5,0.6,7.6,1.1,9.5,1.4,0.8,0.4,3.8,0.6,6.2,1.0,7.9,1.3,0.9,0.4,50939,1104,72755,3148,86047,2107,28873,1081,69129,2411,92292,4028,106788,4629,39969,2167,24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X)
310M200US30020,30020,"Lawton, OK Metro Area",45669,671,30017,642,21274,597,15652,642,7.8,0.8,5.5,0.8,2.0,0.6,13.9,1.8,6.3,0.7,3.7,0.7,2.4,0.6,11.9,1.5,11.9,0.9,9.5,1.0,4.8,0.8,18.0,1.9,11.7,1.0,11.0,1.2,8.6,1.2,12.6,1.5,15.8,1.1,15.1,1.5,14.1,1.4,16.5,1.7,18.9,1.3,20.0,1.6,22.7,1.9,15.7,2.0,11.2,0.8,13.6,1.1,17.1,1.5,5.8,1.3,11.2,0.8,15.3,1.2,19.7,1.5,2.7,0.7,2.9,0.5,3.6,0.6,4.8,0.7,1.6,0.7,2.2,0.4,2.7,0.5,3.7,0.8,1.3,0.6,46245,1292,57051,2412,69651,2075,29813,2127,61011,1605,69749,2098,82921,2808,41573,2649,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
310M200US30140,30140,"Lebanon, PA Metro Area",52267,432,35976,634,27525,568,16291,614,5.4,0.7,4.3,0.7,1.2,0.4,10.1,1.7,4.3,0.5,2.2,0.6,1.2,0.4,9.2,1.3,9.4,0.7,5.0,0.6,3.0,0.5,19.9,1.9,10.0,0.8,8.3,0.8,6.5,0.7,15.3,1.6,15.0,0.9,14.7,1.2,13.1,1.3,15.8,1.5,23.1,1.2,24.7,1.4,26.4,1.5,17.9,1.8,14.8,0.8,17.2,1.0,19.9,1.2,8.1,1.4,12.0,0.8,15.8,1.1,18.9,1.3,2.3,0.7,3.5,0.5,4.8,0.7,6.0,0.9,0.7,0.3,2.4,0.4,2.9,0.5,3.7,0.6,0.8,0.4,55499,1191,65676,1176,73747,1493,31611,1232,67253,1449,77063,1864,86626,2405,41100,2085,41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.4,(X)
310M200US30300,30300,"Lewiston, ID-WA Metro Area",25437,290,16353,429,12435,458,9084,416,6.7,0.9,3.1,0.8,1.5,0.7,14.2,2.3,5.5,0.8,2.9,0.8,0.7,0.3,10.7,2.0,12.2,1.3,7.9,1.3,5.2,1.0,20.6,2.6,13.2,1.3,12.0,1.5,10.1,1.5,16.4,2.6,15.7,1.4,16.3,1.8,15.5,1.8,14.7,2.6,20.0,1.6,23.5,2.0,25.3,2.4,12.3,2.4,12.4,0.9,15.4,1.5,18.8,1.8,5.7,1.4,9.7,1.1,12.7,1.6,15.4,1.9,3.4,1.3,3.3,0.8,4.3,1.0,5.1,1.2,1.6,1.1,1.3,0.4,1.9,0.5,2.4,0.7,0.4,0.4,47060,2073,58484,2752,67922,2424,27071,1953,59161,1925,69440,2682,78534,3068,37917,2834,26.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X)
310M200US30340,30340,"Lewiston-Auburn, ME Metro Area",44636,483,27791,614,20605,555,16845,601,7.4,0.8,4.6,0.9,1.1,0.4,14.0,1.7,7.0,0.9,3.5,0.7,1.4,0.5,13.9,1.9,12.6,1.1,8.8,1.2,5.1,1.0,18.9,1.8,11.0,1.0,9.5,1.1,6.9,1.0,15.1,2.1,14.0,1.0,13.0,1.3,12.5,1.5,15.1,2.0,20.1,1.1,24.0,1.6,26.5,2.0,12.7,1.7,13.4,1.1,17.1,1.5,21.3,1.9,5.7,1.3,10.0,0.9,13.4,1.3,17.2,1.8,3.2,1.0,2.9,0.5,4.1,0.8,5.3,1.1,0.6,0.4,1.7,0.3,2.1,0.4,2.9,0.6,0.8,0.4,47537,1689,60363,1955,71460,1935,26673,1384,59468,1855,70587,2692,83071,3110,36907,2084,21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.7,(X)
310M200US30460,30460,"Lexington-Fayette, KY Metro Area",194327,1149,121658,1270,88815,1185,72669,1282,8.5,0.4,5.3,0.4,1.5,0.3,15.3,0.9,5.6,0.4,3.3,0.3,1.6,0.3,10.2,0.8,11.0,0.5,7.9,0.5,4.5,0.5,16.9,1.0,10.6,0.4,8.4,0.6,5.7,0.4,14.3,0.8,13.4,0.5,12.3,0.7,11.3,0.7,15.0,0.9,17.7,0.6,18.7,0.8,20.1,0.9,15.0,0.9,12.0,0.5,14.8,0.6,17.7,0.8,6.9,0.7,12.6,0.5,17.3,0.7,21.9,0.9,4.3,0.4,4.2,0.3,6.0,0.4,7.7,0.5,1.0,0.2,4.3,0.3,6.1,0.4,8.0,0.6,1.2,0.3,50921,646,66800,1101,82015,1269,30483,659,71096,1077,87383,1666,104133,2063,41550,1152,23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X)
310M200US30620,30620,"Lima, OH Metro Area",39986,526,26203,629,18446,560,13783,596,8.8,0.9,5.7,0.8,1.2,0.5,16.5,1.9,6.8,0.8,3.8,0.7,0.9,0.4,12.6,1.5,13.3,1.0,8.9,1.2,4.9,1.0,23.2,2.3,11.4,0.8,10.6,1.1,8.8,1.1,13.5,1.8,14.8,1.1,14.5,1.4,14.8,1.4,14.7,1.7,20.2,1.2,23.8,1.6,26.5,2.0,12.1,1.9,10.9,0.9,14.2,1.4,17.8,1.8,3.7,0.9,9.2,0.9,12.1,1.3,16.2,1.8,2.7,0.7,2.6,0.4,3.5,0.6,4.8,0.8,0.4,0.3,2.1,0.4,2.9,0.6,4.0,0.8,0.6,0.3,44103,1461,56195,1726,68023,1821,23651,1441,57759,1565,68491,1997,82420,2734,33900,2066,32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X)
310M200US30700,30700,"Lincoln, NE Metro Area",124015,756,75038,1094,57970,1137,48977,1000,6.3,0.5,3.7,0.5,1.1,0.3,12.0,1.0,5.4,0.4,2.5,0.4,0.9,0.3,10.1,0.9,10.5,0.6,6.2,0.6,3.6,0.5,17.5,1.2,10.8,0.5,8.5,0.7,5.6,0.5,14.7,1.0,14.5,0.7,12.1,0.7,10.7,0.8,18.3,1.3,18.9,0.6,20.6,0.9,21.1,1.0,15.7,1.0,12.8,0.6,16.0,0.8,18.9,0.9,6.8,0.8,13.3,0.5,19.1,0.7,23.6,0.9,3.5,0.5,4.1,0.3,6.1,0.5,7.8,0.6,0.9,0.2,3.5,0.3,5.2,0.4,6.7,0.5,0.6,0.2,52177,633,70200,1171,83782,1015,31994,1083,69086,881,85955,1371,99706,1592,40421,1176,20.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X)
310M200US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",276358,1673,179095,1906,129591,1727,97263,1794,7.5,0.4,4.3,0.3,1.4,0.2,14.4,0.8,5.5,0.3,2.9,0.3,1.2,0.2,10.9,0.7,11.7,0.5,8.7,0.4,5.2,0.5,17.5,0.9,11.2,0.4,9.9,0.5,7.8,0.5,14.1,0.9,14.8,0.6,13.9,0.6,12.9,0.6,16.2,0.9,18.7,0.5,20.1,0.6,21.5,0.7,15.3,0.7,11.8,0.4,14.5,0.5,17.0,0.7,6.2,0.5,11.9,0.4,16.1,0.6,20.6,0.7,3.6,0.5,3.9,0.2,5.4,0.3,7.0,0.5,1.0,0.2,3.1,0.2,4.2,0.3,5.5,0.4,0.9,0.2,49112,803,61339,953,75098,1157,30059,786,65804,961,78535,1361,92191,1607,40410,1204,29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.2,(X)
310M200US30860,30860,"Logan, UT-ID Metro Area",39921,408,29962,526,25869,608,9959,475,4.9,0.7,3.3,0.6,2.2,0.5,10.9,1.9,4.8,0.7,2.9,0.6,2.2,0.6,11.0,2.3,11.7,1.0,8.3,0.9,6.9,0.9,21.8,2.8,12.6,1.0,11.2,1.0,10.2,1.1,16.9,2.6,15.7,1.2,15.6,1.3,15.4,1.3,16.1,2.2,21.0,0.9,23.3,1.0,24.1,1.1,13.2,1.9,12.6,0.8,15.3,1.0,16.6,1.1,4.5,1.2,11.4,0.7,13.6,0.9,15.2,1.0,4.2,1.2,2.9,0.4,3.5,0.5,4.0,0.5,0.9,0.6,2.4,0.4,3.0,0.5,3.3,0.5,0.6,0.4,50300,1162,59129,1351,63204,1587,27564,1328,63744,1433,71512,1643,75697,1933,38800,3065,26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X)
310M200US30980,30980,"Longview, TX Metro Area",77215,887,53319,1062,38068,884,23896,872,7.5,0.8,5.5,0.9,1.2,0.3,14.8,1.5,6.2,0.6,4.1,0.6,1.7,0.5,11.9,1.2,13.2,0.7,9.5,0.9,5.7,0.6,21.4,1.7,11.3,0.8,10.2,0.9,9.1,0.9,14.3,1.7,14.6,0.8,14.0,0.9,13.5,1.1,14.9,1.6,18.5,1.0,20.6,1.1,22.8,1.3,13.0,1.8,11.4,0.7,13.9,1.0,17.5,1.3,4.7,1.1,11.4,0.9,14.5,1.0,18.2,1.4,3.5,0.8,3.2,0.4,4.1,0.6,5.4,0.7,0.9,0.5,2.7,0.3,3.6,0.5,4.8,0.6,0.6,0.3,47066,1314,56689,1365,69204,1903,26312,1688,62608,1480,72385,1785,85567,2130,36958,1919,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X)
