GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
310M200US24020,24020,"Glens Falls, NY Metro Area",163200,7182
310M200US24140,24140,"Goldsboro, NC Metro Area",119600,11017
310M200US24220,24220,"Grand Forks, ND-MN Metro Area",177000,8244
310M200US24260,24260,"Grand Island, NE Metro Area",134200,12007
310M200US24300,24300,"Grand Junction, CO Metro Area",198800,10129
310M200US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",151300,2160
310M200US24420,24420,"Grants Pass, OR Metro Area",232700,14233
310M200US24500,24500,"Great Falls, MT Metro Area",168600,5616
310M200US24540,24540,"Greeley, CO Metro Area",242700,6801
310M200US24580,24580,"Green Bay, WI Metro Area",158600,2806
310M200US24660,24660,"Greensboro-High Point, NC Metro Area",144900,3679
310M200US24780,24780,"Greenville, NC Metro Area",138200,9153
310M200US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",146400,3009
310M200US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",134200,6868
310M200US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",186900,7266
310M200US25220,25220,"Hammond, LA Metro Area",136700,12767
310M200US25260,25260,"Hanford-Corcoran, CA Metro Area",183000,10686
310M200US25420,25420,"Harrisburg-Carlisle, PA Metro Area",172600,3080
310M200US25500,25500,"Harrisonburg, VA Metro Area",198700,7455
310M200US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",247000,2929
310M200US25620,25620,"Hattiesburg, MS Metro Area",136800,16003
310M200US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",122000,4148
310M200US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",253500,16158
310M200US25980,25980,"Hinesville, GA Metro Area",114100,10082
310M200US26140,26140,"Homosassa Springs, FL Metro Area",115900,8194
310M200US26300,26300,"Hot Springs, AR Metro Area",134500,15584
310M200US26380,26380,"Houma-Thibodaux, LA Metro Area",143800,9042
310M200US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",168300,1700
310M200US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",115700,5549
310M200US26620,26620,"Huntsville, AL Metro Area",171800,5157
310M200US26820,26820,"Idaho Falls, ID Metro Area",165200,4721
310M200US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",148000,2074
310M200US26980,26980,"Iowa City, IA Metro Area",186600,8113
310M200US27060,27060,"Ithaca, NY Metro Area",195100,9781
310M200US27100,27100,"Jackson, MI Metro Area",127800,6050
310M200US27140,27140,"Jackson, MS Metro Area",145300,4945
310M200US27180,27180,"Jackson, TN Metro Area",129200,7510
310M200US27260,27260,"Jacksonville, FL Metro Area",172800,3485
310M200US27340,27340,"Jacksonville, NC Metro Area",147400,6221
310M200US27500,27500,"Janesville-Beloit, WI Metro Area",133300,3945
310M200US27620,27620,"Jefferson City, MO Metro Area",151500,7147
310M200US27740,27740,"Johnson City, TN Metro Area",137800,7206
310M200US27780,27780,"Johnstown, PA Metro Area",89100,3523
310M200US27860,27860,"Jonesboro, AR Metro Area",122100,10141
310M200US27900,27900,"Joplin, MO Metro Area",123300,6907
310M200US27980,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",569300,27663
310M200US28020,28020,"Kalamazoo-Portage, MI Metro Area",143400,4180
310M200US28100,28100,"Kankakee, IL Metro Area",136300,7294
310M200US28140,28140,"Kansas City, MO-KS Metro Area",164700,1545
310M200US28420,28420,"Kennewick-Richland, WA Metro Area",191700,5294
310M200US28660,28660,"Killeen-Temple, TX Metro Area",130000,6132
310M200US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",122800,5603
310M200US28740,28740,"Kingston, NY Metro Area",216900,7767
310M200US28940,28940,"Knoxville, TN Metro Area",158300,2575
310M200US29020,29020,"Kokomo, IN Metro Area",100800,7974
310M200US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",159000,5517
310M200US29180,29180,"Lafayette, LA Metro Area",147100,7078
310M200US29200,29200,"Lafayette-West Lafayette, IN Metro Area",138300,6165
310M200US29340,29340,"Lake Charles, LA Metro Area",139700,10037
310M200US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",139400,10963
310M200US29460,29460,"Lakeland-Winter Haven, FL Metro Area",123100,4744
310M200US29540,29540,"Lancaster, PA Metro Area",197400,4029
310M200US29620,29620,"Lansing-East Lansing, MI Metro Area",138500,3289
310M200US29700,29700,"Laredo, TX Metro Area",117600,4520
310M200US29740,29740,"Las Cruces, NM Metro Area",146700,8351
310M200US29820,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",217300,2603
310M200US29940,29940,"Lawrence, KS Metro Area",179700,12833
310M200US30020,30020,"Lawton, OK Metro Area",118200,8640
310M200US30140,30140,"Lebanon, PA Metro Area",162700,5301
310M200US30300,30300,"Lewiston, ID-WA Metro Area",178500,11106
310M200US30340,30340,"Lewiston-Auburn, ME Metro Area",147500,6726
310M200US30460,30460,"Lexington-Fayette, KY Metro Area",167800,3154
310M200US30620,30620,"Lima, OH Metro Area",113500,6455
310M200US30700,30700,"Lincoln, NE Metro Area",163600,4311
310M200US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",149900,4051
310M200US30860,30860,"Logan, UT-ID Metro Area",200600,7865
310M200US30980,30980,"Longview, TX Metro Area",123900,9102
310M200US31020,31020,"Longview, WA Metro Area",187900,9291
310M200US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",540600,3422
310M200US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",154000,2799
310M200US31180,31180,"Lubbock, TX Metro Area",120700,5153
310M200US31340,31340,"Lynchburg, VA Metro Area",162900,4423
310M200US31420,31420,"Macon, GA Metro Area",112500,8224
310M200US31460,31460,"Madera, CA Metro Area",232800,12859
310M200US31540,31540,"Madison, WI Metro Area",228500,3091
310M200US31700,31700,"Manchester-Nashua, NH Metro Area",256200,4478
310M200US31740,31740,"Manhattan, KS Metro Area",189300,12520
310M200US31860,31860,"Mankato-North Mankato, MN Metro Area",172400,5810
310M200US31900,31900,"Mansfield, OH Metro Area",102600,7230
310M200US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",81700,2803
310M200US32780,32780,"Medford, OR Metro Area",243500,11769
310M200US32820,32820,"Memphis, TN-MS-AR Metro Area",139800,3067
310M200US32900,32900,"Merced, CA Metro Area",210100,14256
310M200US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",241700,2740
310M200US33140,33140,"Michigan City-La Porte, IN Metro Area",126000,10070
310M200US33220,33220,"Midland, MI Metro Area",138500,7454
310M200US33260,33260,"Midland, TX Metro Area",195800,11229
310M200US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",198600,2577
310M200US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",231800,1571
310M200US33540,33540,"Missoula, MT Metro Area",246400,11906
310M200US33660,33660,"Mobile, AL Metro Area",120500,4583
310M200US33700,33700,"Modesto, CA Metro Area",243500,6776
310M200US33740,33740,"Monroe, LA Metro Area",124100,10105
310M200US33780,33780,"Monroe, MI Metro Area",145800,6130
310M200US33860,33860,"Montgomery, AL Metro Area",138000,4551
310M200US34060,34060,"Morgantown, WV Metro Area",163700,9223
310M200US34100,34100,"Morristown, TN Metro Area",134000,6660
310M200US34580,34580,"Mount Vernon-Anacortes, WA Metro Area",255900,13287
310M200US34620,34620,"Muncie, IN Metro Area",94100,7309
310M200US34740,34740,"Muskegon, MI Metro Area",105400,5385
310M200US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",177300,5538
310M200US34900,34900,"Napa, CA Metro Area",555900,25783
310M200US34940,34940,"Naples-Immokalee-Marco Island, FL Metro Area",315000,12563
310M200US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",192200,3277
310M200US35100,35100,"New Bern, NC Metro Area",149500,9242
310M200US35300,35300,"New Haven-Milford, CT Metro Area",244400,4168
310M200US35380,35380,"New Orleans-Metairie, LA Metro Area",188300,3181
310M200US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",414000,2084
310M200US35660,35660,"Niles-Benton Harbor, MI Metro Area",141200,7645
310M200US35840,35840,"North Port-Sarasota-Bradenton, FL Metro Area",208100,6973
310M200US35980,35980,"Norwich-New London, CT Metro Area",240900,6039
310M200US36100,36100,"Ocala, FL Metro Area",120500,7114
310M200US36140,36140,"Ocean City, NJ Metro Area",311800,21051
310M200US36220,36220,"Odessa, TX Metro Area",126100,11007
310M200US36260,36260,"Ogden-Clearfield, UT Metro Area",216200,3826
310M200US36420,36420,"Oklahoma City, OK Metro Area",146100,1907
310M200US36500,36500,"Olympia-Tumwater, WA Metro Area",244800,6121
310M200US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",155200,2506
